职位名称,工作地点,工资,工作经验,学历要求,公司名称,公司类型,公司规模,技术需求,标签
Video CODEC 软件研发工程师,厦门·思明区·曾厝垵,17-24k,3-5年,本科,星宸科技股份有限公司,电子/半导体/集成电路C轮,500-999人,C++ 音视频编解码 音视频开发 Linux 嵌入式技术,后端开发_C#
C/C++软件开发工程师,厦门·集美区·集美新城,15-25K,1-3年,本科,网宿科技,互联网已上市,1000-9999人,Linux C C++ Nginx,后端开发_C#
C++开发工程师,厦门·思明区·软件园,7-13k,1-3年,本科,易联众智能,互联网不需要融资,20-99人,Linux QT VC++ 计算机软件 嵌入式技术,后端开发_C#
C/C++高级开发工程师[J141469],厦门·集美区·杏林,16-32k,5-10年,本科,网聚云联,企业服务A轮,20-99人,Go 网络协议 网络编程 分布式技术 容器技术,后端开发_C#
服务器开发工程师,厦门,18-27k,3-5年,本科,星纵信息,通信/网络设备未融资,500-999人,SQL 嵌入式技术 多线程 Linux,后端开发_C#
后端研发工程师,厦门·思明区·松柏,17-35k,经验不限,本科,华为,计算机软件不需要融资,10000人以上,Python 数据结构 Linux 软件工程师 后端开发,后端开发_C#
嵌入式软件工程师,厦门,10-15K,3-5年,本科,厦门雅迅网络,通信/网络设备不需要融资,500-999人,嵌入式技术,后端开发_C#
C++开发工程师,厦门·思明区·软件园,16-31k,1-3年,本科,美图公司,互联网已上市,1000-9999人,C++ Android 移动端 IOS 视觉图像算法,后端开发_C#
车位探测算法工程师,厦门·湖里区·湖里大道,15-30K,经验不限,硕士,同致电子科技(厦...,汽车零部件已上市,1000-9999人,算法设计 C++ Python 数据采集,后端开发_C#
图像算法工程师,厦门,15-30K,经验不限,本科,厦门四信,通信/网络设备不需要融资,500-999人,深度学习算法 Python C++ 嵌入式技术,后端开发_C#
研发工程师,厦门·思明区·软件园,12-24K,3-5年,本科,白山云科技,互联网C轮,500-999人,服务端开发 后端开发 云计算 软件工程师 CDN,后端开发_C#
资深嵌入式软件工程师,厦门·海沧区·东孚,15-22K,5-10年,本科,盈趣科技,智能硬件已上市,1000-9999人,嵌入式技术 网络协议 单片机开发 驱动开发,后端开发_C#
渗透测试,厦门,11-22K,经验不限,本科,美柚,移动互联网D轮及以上,500-999人,安全测试 Python Java PHP C/C++,后端开发_C#
UE4开发工程师,厦门,21-43k,3-5年,本科,吉比特,游戏已上市,500-999人,游戏 C++ Shader unity3d Unreal,后端开发_C#
高级测试开发工程师,厦门·湖里区·五缘湾,20-35K,3-5年,本科,稿定科技,互联网不需要融资,500-999人,自动化测试 接口测试 Python Java C/C++,后端开发_C#
java工程师,厦门·思明区·软件园,17-29k,经验不限,本科,建信金科,银行不需要融资,1000-9999人,Java Scala Redis 后端开发 微服务架构,后端开发_C#
大数据开发(高级)软件工程师,厦门·思明区·轮渡,23-46k,3-5年,本科,腾讯,互联网不需要融资,10000人以上,Python Scala Spark Kafka Flink 大数据,后端开发_C#
Linux内核测试开发工程师,厦门·思明区·软件园,15-30K,1-3年,本科,中国电信云,计算机软件已上市,1000-9999人,测试工程师 性能测试 Linux 测试开发 系统测试,后端开发_C#
C++开发工程师,厦门·湖里区·禾山,14-28k,1-3年,本科,yealink,通信/网络设备已上市,1000-9999人,数据结构 多线程 网络编程 多进程 c++,后端开发_C#
嵌入式应用工程师,厦门·思明区·曾厝垵,16-21k,1-3年,本科,星宸科技股份有限公司,电子/半导体/集成电路C轮,500-999人,网络协议 多线程 网络编程 流媒体技术,后端开发_C#
高级C/C++开发工程师（调度）,厦门,12-24K,经验不限,本科,网宿科技,互联网已上市,1000-9999人,数据结构 网络协议 网络编程 Linux 架构师,后端开发_C#
C/C++高级开发工程师[J141469],厦门·集美区·杏林,15-30K,经验不限,本科,网聚云联,企业服务A轮,20-99人,Go 网络协议 分布式技术 容器技术 服务器配置,后端开发_C#
C++开发工程师,厦门·思明区·软件园,13-18k,3-5年,本科,美图公司,互联网已上市,1000-9999人,流媒体技术 搜索引擎技术 音视频编解码,后端开发_C#
高精度车辆定位算法工程师,厦门·湖里区·湖里大道,13-26K,1-3年,本科,同致电子科技(厦...,汽车零部件已上市,1000-9999人,导航定位算法 C/C++， 超声波,后端开发_C#
手游服务端主程（nodejs）,厦门·思明区·软件园,18-30K,3-5年,学历不限,4399游戏,游戏不需要融资,1000-9999人,JavaScript Java C++ Lua,后端开发_C#
算法工程师,厦门,16-27k,5-10年,本科,厦门四信,通信/网络设备不需要融资,500-999人,深度学习算法 视觉图像算法 TensorFlow Caffe,后端开发_C#
大数据开发工程师（深圳）,厦门·思明区·火车站,15-25K,3-5年,本科,华为,计算机软件不需要融资,10000人以上,分布式技术 搜索引擎技术 Hadoop Spark Spring,后端开发_C#
研发工程师,厦门·思明区·软件园,11-22K,1-3年,本科,白山云科技,互联网C轮,500-999人,后端开发 云计算 软件工程师 CDN Golang,后端开发_C#
测试开发工程师,厦门,15-30K,1-3年,本科,美柚,移动互联网D轮及以上,500-999人,自动化测试 Python Java C/C++ Linux,后端开发_C#
嵌入式Linux驱动开发工程师,厦门·思明区·软件园,15-30k,经验不限,本科,厦门雅迅网络,通信/网络设备不需要融资,500-999人,驱动开发 嵌入式Linux 嵌入式软件开发 车联网,后端开发_C#
服务端软件开发工程师,厦门·思明区·软件园,16-32k,3-5年,本科,吉比特,游戏已上市,500-999人,游戏开发 C/C++ lpc,后端开发_C#
测试工程师,厦门·思明区·会展中心,16-25k,经验不限,本科,建信金科,银行不需要融资,1000-9999人,功能测试 软件测试 自动化测试 性能测试,后端开发_C#
C++算法应用工程师,厦门,20-40K,经验不限,学历不限,稿定科技,互联网不需要融资,500-999人,数据结构 多线程 Linux Windows 架构师,后端开发_C#
C/C++软件开发工程师,厦门·集美区·杏林,11-20K,1-3年,本科,网宿科技,互联网已上市,1000-9999人,数据结构 网络协议 网络编程 服务器配置 Linux,后端开发_C#
linux内核开发工程师,厦门·集美区·杏林,21-37k,经验不限,学历不限,网聚云联,企业服务A轮,20-99人,linux ebpf docker c 内核 网络编程,后端开发_C#
超声波影像融合算法工程师,厦门·湖里区·湖里大道,15-30K,经验不限,硕士,同致电子科技(厦...,汽车零部件已上市,1000-9999人,算法设计 Python C++ 数据采集,后端开发_C#
算法工程师（双休&六险一金）,厦门·集美区·杏林,16-27k,5-10年,本科,厦门四信,通信/网络设备不需要融资,500-999人,深度学习算法 PyTorch 人工智能 视觉图像算法,后端开发_C#
ROM定制高级工程师,厦门·思明区,16-32k,3-5年,本科,4399游戏,游戏不需要融资,1000-9999人,C++ ROM GPU Framework 音视频编解码,后端开发_C#
系统研发专家,厦门·思明区·软件园,25-50K,3-5年,学历不限,白山云科技,互联网C轮,500-999人,C语言 Go Lua Socket技术 Python,后端开发_C#
图像处理算法工程师,厦门·思明区·软件园,15-30K,3-5年,本科,美柚,移动互联网D轮及以上,500-999人,视觉图像算法 深度学习算法,后端开发_C#
Unity开发工程师,厦门·思明区·软件园,11-23k,3-5年,本科,吉比特,游戏已上市,500-999人,C# C++ U3D开发 游戏开发,后端开发_C#
测试工程师,厦门·思明区·会展中心,12-25k,经验不限,本科,建信金科,银行不需要融资,1000-9999人,功能测试 自动化测试 接口测试 软件测试,后端开发_C#
Java软件开发工程师（深圳）,厦门·湖里区·五缘湾,17-34k,经验不限,本科,华为,计算机软件不需要融资,10000人以上,HTML Python 分布式技术 服务器配置,后端开发_C#
C++开发工程师,厦门·湖里区·禾山,14-28k,经验不限,本科,yealink,通信/网络设备已上市,1000-9999人,数据结构 音视频编解码 流媒体技术 算法基础,后端开发_C#
C软件工程师,厦门·集美区·杏林,16-32k,1-3年,本科,网宿科技,互联网已上市,1000-9999人,网络编程 网络协议 Linux 后端开发 服务器端开发,后端开发_C#
视觉算法工程师,厦门·思明区·软件园,31-62k,3-5年,本科,美图公司,互联网已上市,1000-9999人,深度学习算法 视觉图像算法 人脸识别,后端开发_C#
控制算法工程师,厦门·湖里区·湖里大道,15-30K,经验不限,硕士,同致电子科技(厦...,汽车零部件已上市,1000-9999人,算法设计 Python C++,后端开发_C#
游戏服务端主程,厦门,21-43k,5-10年,学历不限,4399游戏,游戏不需要融资,1000-9999人,游戏开发 服务器端开发 游戏引擎 游戏 go,后端开发_C#
Go高级后端开发工程师 (MJ000450),厦门,15-30K,3-5年,本科,白山云科技,互联网C轮,500-999人,Python 分布式技术 网络协议 多线程 云计算,后端开发_C#
图像算法工程师,厦门,21-40k,3-5年,本科,美柚,移动互联网D轮及以上,500-999人,深度学习算法 视觉图像算法 算法设计 C++,后端开发_C#
设计开发岗,厦门·思明区·软件园,21-26k,3-5年,本科,建信金科,银行不需要融资,1000-9999人,软件工程师 银行,后端开发_C#
HMI人机界面软件开发工程师,厦门·集美区·杏林,13-26k,3-5年,本科,厦门四信,通信/网络设备不需要融资,500-999人,Linux Windows ARM开发 HMI SCADA,后端开发_C#
数字IC设计工程师,厦门,26-34k,3-5年,硕士,星宸科技股份有限公司,电子/半导体/集成电路C轮,500-999人,芯片设计 Verilog Perl C++ IC验证,后端开发_C#
嵌入式软件开发工程师,厦门·思明区·软件园,11-22K,5-10年,本科,厦门雅迅网络,通信/网络设备不需要融资,500-999人,嵌入式技术 Socket技术 网络协议 单片机开发,后端开发_C#
C++开发工程师,厦门·湖里区·禾山,11-13K,1-3年,本科,yealink,通信/网络设备已上市,1000-9999人,C++ 音视频开发 PC端 Web端 移动端,后端开发_C#
C/C++软件开发工程师（直播）,厦门·集美区·杏林,12-24K,经验不限,本科,网宿科技,互联网已上市,1000-9999人,数据结构 网络协议 音视频编解码 流媒体技术,后端开发_C#
3D引擎（OpenGL）开发工程师,厦门·湖里区·湖里大道,13-25K,5-10年,本科,同致电子科技(厦...,汽车零部件已上市,1000-9999人,C++ GPU OPEN GL,后端开发_C#
QT高级开发工程师,厦门·思明区·软件园,12-25k,1-3年,本科,美图公司,互联网已上市,1000-9999人,Linux C/C++ 图形图像处理,后端开发_C#
webrtc高级工程师,厦门,15-30K,1-3年,本科,4399游戏,游戏不需要融资,1000-9999人,音视频编解码 流媒体技术 C++ Go webrtc,后端开发_C#
高级研发工程师 (MJ000281),厦门·思明区·软件园,15-30K,经验不限,本科,白山云科技,互联网C轮,500-999人,C++,后端开发_C#
测试开发工程师,厦门·思明区·软件园,15-30k,3-5年,本科,美柚,移动互联网D轮及以上,500-999人,测试开发 自动化测试,后端开发_C#
rust工程师[J910237],厦门·集美区·杏林,15-30K,经验不限,本科,网聚云联,企业服务A轮,20-99人,分布式技术 容器技术 后端开发 k8s docker,后端开发_C#
驱动及BSP软件工程师,厦门·思明区·曾厝垵,18-27k,经验不限,本科,星宸科技股份有限公司,电子/半导体/集成电路C轮,500-999人,linux rtos,后端开发_C#
测试工程师,厦门·思明区·软件园,12-24K,经验不限,本科,建信金科,银行不需要融资,1000-9999人,测试 测试工程师 自动化测试 性能测试,后端开发_C#
驾驶引导算法工程师,厦门·思明区·软件园,16-27k,3-5年,硕士,厦门雅迅网络,通信/网络设备不需要融资,500-999人,运动控制算法 算法设计 C++ Python 数据分析,后端开发_C#
Windows工控机开发工程师,厦门·集美区·杏林,11-19k,3-5年,本科,厦门四信,通信/网络设备不需要融资,500-999人,C语言 Windows 嵌入式技术 计算机软件,后端开发_C#
C++高级开发工程师,厦门·湖里区·禾山,18-35k,3-5年,本科,yealink,通信/网络设备已上市,1000-9999人,数据结构 多线程 网络编程 多进程 算法基础,后端开发_C#
高级单片机软件工程师,厦门·湖里区·湖里大道,22-25K,5-10年,本科,同致电子科技(厦...,汽车零部件已上市,1000-9999人,嵌入式技术 C++ 性能测试 车载领域 单片机开发,后端开发_C#
C++研发工程师(性能优化方向),厦门·思明区·软件园,18-37k,经验不限,本科,美图公司,互联网已上市,1000-9999人,性能优化 SIMD NEON AI框架 C/C++,后端开发_C#
Go研发工程师 (MJ000351),厦门·思明区·软件园,15-30K,3-5年,学历不限,白山云科技,互联网C轮,500-999人,Go C++ Python,后端开发_C#
NLP算法工程师,厦门·思明区·软件园,21-40k,3-5年,本科,美柚,移动互联网D轮及以上,500-999人,自然语言处理,后端开发_C#
游戏服务端主程,厦门·思明区·软件园,20-40K,3-5年,本科,4399游戏,游戏不需要融资,1000-9999人,golang erlang 后端开发 游戏开发 服务器端开发,后端开发_C#
数字IC后端设计资深工程师,厦门·思明区·曾厝垵,26-37k,经验不限,硕士,星宸科技股份有限公司,电子/半导体/集成电路C轮,500-999人,Verilog Perl C++ 布局布线,后端开发_C#
C/C++开发工程师,厦门·思明区·软件园,1-2K,1-3年,本科,网宿科技,互联网已上市,1000-9999人,系统架构 技术管理,后端开发_C#
Windows工控机开发工程师（双休&六险一金）,厦门·集美区·杏林,11-19k,3-5年,本科,厦门四信,通信/网络设备不需要融资,500-999人,C语言 Windows 嵌入式技术 计算机软件,后端开发_C#
车位探测算法工程师,厦门·湖里区·湖里大道,15-30K,1-3年,硕士,同致电子科技(厦...,汽车零部件已上市,1000-9999人,Python 算法设计 视觉图像算法 障碍物检测,后端开发_C#
深度学习框架研发工程师,厦门·思明区·软件园,18-37k,经验不限,本科,美图公司,互联网已上市,1000-9999人,SIMD NEON OpenCL OpenGL Vulkan NPU,后端开发_C#
后台研发工程师 (MJ000023),厦门·思明区·莲前,15-30K,经验不限,学历不限,白山云科技,互联网C轮,500-999人,C/C++ Golang PHP,后端开发_C#
U3D高级开发工程师,厦门·思明区·软件园,15-25K,3-5年,本科,4399游戏,游戏不需要融资,1000-9999人,游戏开发 Unity3D,后端开发_C#
算法工程师（图像）,厦门,18-32k,经验不限,硕士,星宸科技股份有限公司,电子/半导体/集成电路C轮,500-999人,深度学习算法 视觉图像算法 C++ TensorFlow,后端开发_C#
Liunx软件工程师,厦门·集美区·杏林,11-19k,3-5年,本科,厦门四信,通信/网络设备不需要融资,500-999人,嵌入式技术 驱动开发 FPGA开发 Linux C语言,后端开发_C#
嵌入式工程师,厦门·湖里区·五缘湾,11-17k,1-3年,本科,yealink,通信/网络设备已上市,1000-9999人,网络协议 网络编程 Linux,后端开发_C#
C++开发工程师,厦门·集美区·杏林,12-24K,1-3年,本科,网宿科技,互联网已上市,1000-9999人,C++,后端开发_C#
微波雷达算法工程师,厦门·湖里区·湖里大道,12-24K,3-5年,硕士,同致电子科技(厦...,汽车零部件已上市,1000-9999人,Matlab C语言,后端开发_C#
计算机视觉工程师（美图宜肤）--厦门,厦门·思明区·软件园,15-30k,经验不限,本科,美图公司,互联网已上市,1000-9999人,深度学习算法 视觉图像算法 算法设计 Python,后端开发_C#
研发工程师 (MJ000341),厦门·思明区·软件园,12-24K,经验不限,学历不限,白山云科技,互联网C轮,500-999人,Go C++,后端开发_C#
IC设计工程师,厦门·思明区·曾厝垵,26-34k,3-5年,硕士,星宸科技股份有限公司,电子/半导体/集成电路C轮,500-999人,RTL设计 芯片测试,后端开发_C#
车位探测算法工程师,厦门·湖里区·湖里大道,15-25K,5-10年,本科,同致电子科技(厦...,汽车零部件已上市,1000-9999人,算法设计 C++ Python 数据采集,后端开发_C#
计算机视觉工程师（美图宜肤）,厦门·思明区·软件园,17-35k,经验不限,本科,美图公司,互联网已上市,1000-9999人,深度学习算法 视觉图像算法 PyTorch TensorFlow,后端开发_C#
研发工程师 (MJ000325),厦门·思明区·软件园,13-26K,1-3年,本科,白山云科技,互联网C轮,500-999人,Go C++ Python,后端开发_C#
BSP驱动开发工程师,厦门·思明区·曾厝垵,18-27k,1-3年,本科,星宸科技股份有限公司,电子/半导体/集成电路C轮,500-999人,C++ 芯片开发 Linux,后端开发_C#
嵌入式工程师（MVC）,厦门,17-25k,3-5年,本科,yealink,通信/网络设备已上市,1000-9999人,音视频开发 驱动开发,后端开发_C#
安全开发工程师,厦门·集美区·杏林,11-22K,3-5年,本科,网宿科技,互联网已上市,1000-9999人,C++ Linux 抗D WAF 网络安全,后端开发_C#
微波雷达算法工程师,厦门·湖里区·湖里大道,15-30K,经验不限,硕士,同致电子科技(厦...,汽车零部件已上市,1000-9999人,视觉图像算法 运动控制算法 算法设计 C语言,后端开发_C#
高级流媒体开发工程师 (MJ000279),厦门·思明区·软件园,15-30K,经验不限,学历不限,白山云科技,互联网C轮,500-999人,流媒体技术 音视频编解码,后端开发_C#
C++,厦门·思明区·软件园,11-22K,3-5年,本科,美图公司,互联网已上市,1000-9999人,C++ 架构师 视觉图像算法 跨平台,后端开发_C#
图像算法工程师,厦门,24-46k,3-5年,本科,yealink,通信/网络设备已上市,1000-9999人,视觉图像算法 C++ 图像处理 图像检测,后端开发_C#
高级存储研发工程师,厦门·集美区·杏林,15-30K,3-5年,本科,网宿科技,互联网已上市,1000-9999人,多线程 分布式技术 Linux,后端开发_C#
微波雷达算法工程师,厦门·湖里区·湖里大道,12-24K,5-10年,本科,同致电子科技(厦...,汽车零部件已上市,1000-9999人,视觉图像算法 运动控制算法 算法设计 C语言,后端开发_C#
Golang,厦门·思明区·软件园,15-30K,5-10年,本科,白山云科技,互联网C轮,500-999人,Go Linux Python PHP Web端,后端开发_C#
